"PID","lebe_cont","describe","cand_rightwing","cand_change_R","cand_exp","cand_change","cand_econ","cand_cult","leftbehind_gpt","reasons","systemic_gpt","gov_gpt","econ_gpt","cult_gpt","race_gpt","gender_gpt","age_gpt","n_reasons","cluster","avg_cosine_to_cluster","cluster_label","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_gen","party_dem","party_rep","party_ind","party_followup","att_1","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"SD242ab",64,"I just feel like I'm not making enough money, I'm not doing enough by not starting a family (I don't want kids) when all of my other friends are having kids, I still struggle with money, i still want to do things that are childish.",1,5,4,3,1,1,3,"financial struggles, family expectations, peer pressure, personal choices",5,1,3,3,1,3,3,4,2,0.533531261269708,"Personal growth",2,5,4,4,5,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,33,NA,"White","2yearColl","$100,001-$120,000",6,3,1,NA,0,1,0,NA
"WF321ea",75,"Because I have not achieved similar things that others in my age-range have achieved. While everyone else is having kids, getting married, buying their first house, etc. I'm just doing the same things I was doing back when I was in my early twenties.",6,4,3,4,5,7,4,"life milestones, career stagnation, financial stability, relationship status",4,1,3,3,1,2,5,4,2,0.503545690229385,"Personal growth",6,1,1,3,3,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,28,"man","multiracial","GED","$40,001-$60,000",3,2,0,1,1,0,0,"Good luck with your research!"
"FV183bb",30,"Sometimes I feel like I’m not where I should be in life. And that I am not as financially set as I should be.",5,2,2,6,4,6,3,"financial insecurity, career stagnation",4,1,4,2,1,2,3,2,7,0.58338447279182,"Financial struggles",6,1,1,1,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,42,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,1,0,0,NA
"JA179ax",61,"I sometimes feel like my peers are advancing while I am not. Given technology and how fast things are changing, I worry I may be a bit left behind.",5,3,3,5,5,5,3,"technology changes, peer advancement",5,1,2,2,1,1,3,2,6,0.610276220794526,"Technology change",5,4,2,5,2,"No preference",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,31,"man","White","MA","$100,001-$120,000",6,5,1,1,0,0,0,NA
"BX781le",40,"Technology is advancing so quickly that one can certainly feel left behind especially the older generations.",7,2,4,6,7,7,3,"technology advancement, age gap, digital skills, rapid change",6,1,2,2,1,1,5,4,6,0.559048263873332,"Technology change",6,1,1,1,3,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,68,"woman","White","GED","$100,001-$120,000",6,2,1,0,1,0,0,NA
"EM055qv",0,"I don't feel left behind at all. I work hard for what I earn and have always tried to improve my standing in the world. I don't rely on others to ""carry me forward"" so I can't be left behind. What happens to me is up to me.",3,2,5,6,5,1,1,"self-reliance, personal responsibility, hard work, self-improvement",1,1,1,1,1,1,1,4,2,0.542620889053093,"Personal growth",7,7,6,7,7,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,42,"man","White","MA","Over $200,000",11,5,1,1,1,0,0,"I thought this was interesting"
"KF132mt",5,"I honestly cannot think of any way I could be left behind. I set goals and work hard to accomplish them. My life is not perfect but I'm pretty satisfied where i am and have goals to progress further.",3,2,4,6,3,3,1,"goal setting, hard work, satisfaction, progress goals",1,1,1,1,1,1,1,4,2,0.545699119711678,"Personal growth",4,5,5,3,5,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,54,"man","White","MA","$160,001-$180,000",9,5,1,1,0,1,0,NA
"NS344pl",81,"I can't afford the latest gadgets and cars. I drive an old car and don't have smart appliances. I feel like I'm falling behind on the modern lifestyle.",6.5,1,4,7,6,7,3,"financial constraints, outdated technology, old car, lack of smart appliances, modern lifestyle gap",5,1,5,3,1,1,2,5,8,0.443971664559648,"Lack of opportunities",7,1,3,6,1,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,51,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,1,0,0,NA
"UJ700kp",59,"I had never stayed on the same track as most peers when it came to furthering education and job prospects. As a result, I feel behind financially",2,4,3,4,2,2,3,"education gap, career stagnation, financial instability",5,1,5,2,1,1,3,3,3,0.5391794914191,"Career opportunities",2,5,3,1,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,34,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,0,1,NA
"TF770kj",44,"I feel a little left behind due to the choices I have made in my life. But not to a great extent. There are others that are probably feeling this more.",4.5,3,4,5,4,5,2,"life choices",2,1,2,2,1,1,2,1,2,0.657067414071029,"Personal growth",4,4,2,4,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,64,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,0,1,NA
"LU555hy",53,"I feel left behind in the career and wage earning walk of life. I just feel like I should be earning and doing more with my life. It's pretty stressful to be honest and sometimes I just feel like i'm not really making much progress towards my goals.",2,4,4,4,1,3,4,"career stagnation, wage disparity, goal progress, stress, self-expectations",5,1,5,2,1,2,2,5,2,0.490456103348446,"Personal growth",1,4,4,2,4,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,34,"man","White","GED","$0-$20,000",1,2,1,1,0,1,0,NA
"YZ699kq",60,"I feel it's very difficult to get employed, it takes so many resources just for a minimal job that doesn't pay nearly as much as you need it to.",6,3,2,5,5,7,4,"employment difficulty, low wages, resource scarcity",6,2,5,2,2,2,3,3,7,0.569311866266401,"Financial struggles",7,1,1,2,1,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,26,"man","White","GED","$20,001-$40,000",2,2,1,1,1,0,0,NA
"DJ501nh",20,"I feel left behind because of the healthcare industry, specifically the ridiculous costs. Health insurance is incredibly expensive, and on top of that many times it does not even pay for what you need it to pay for. There is obviously some incredibly fishy things going on in healthcare and health insurance, and I feel like this is a pretty specifically U.S. problem that is often ignored because of the large amount of money the industry has to lobby and influence politicians.",1.5,5,4,3,1,2,4,"healthcare costs, insurance expenses, policy influence, lobbying power",7,4,4,4,1,1,2,4,7,0.463446707742407,"Financial struggles",2,3,2,1,6,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,33,"man","White","2yearColl","$80,001-$100,000",5,3,1,1,0,1,0,"Everything worked as intended."
"TL935ko",25,"I am fortunate to be where I am but everything is becoming more expensive and it doesn't show any sign of slowing down. Combine this with the creep of technology which will automate a lot and I don't see a future where the average person can earn a good living and live an enjoyable life, similar to the one I currently have.",3,3,4,5,3,3,3,"rising costs, technology creep, job automation, economic uncertainty",6,2,5,3,1,1,3,4,6,0.497014179905545,"Technology change",2,3,2,3,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,41,"man","White","4yearColl","$180,001-$200,000",10,4,1,1,0,1,0,NA
"GW484yw",18,"I felt left behind growing up as a foster kid. I do not feel left behind now. I wasnt afforded the same oppurtunities or clothes growing up. Life is beautiful.",2,7,5,1,3,1,2,"foster care, limited opportunities, lack of resources",6,2,3,3,1,1,2,3,5,0.534975392389217,"Health limitations",7,7,6,2,5,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,34,"man","multiracial","MA","$80,001-$100,000",5,5,0,1,0,1,0,NA
"YM811wt",57,"I feel behind because it seems like the economic situation is hard for people in the lower middle class. I also feel left behind because older generations seem to have it slightly better than I do. I feel like I should be further along in life sometimes. Or that I thought I would have made it further by now. Thanks.",4,1,1,7,5,3,3,"economic situation, lower middle class, older generations, life progress, unmet expectations",6,2,4,3,1,2,3,5,2,0.484339920081937,"Personal growth",2,2,1,5,2,"Independent",NA,NA,"Neither","Independent | Neither",1,1,42,"man","White","GED","$20,001-$40,000",2,2,1,1,0,0,1,"n/a"
"YB291ss",28,"I feel left behind when it comes to being about to find affordable housing for my family. Rent is unrealistically high and buying a home is so complicated and expensive.",1.5,3,3,5,1,2,4,"housing costs, high rent, home buying complexity",6,4,5,3,1,1,2,3,7,0.547564624896523,"Financial struggles",2,5,NA,NA,NA,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,33,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,NA
"XY767ru",46,"I feel a bit left behind in that I am in my mid 30s and I am still unmarried and childless. Seemingly most of my peers are married and raising young children, while I am still navigating the hellscape of modern dating. In this way, I feel hopelessly left behind.",5.5,6,3,2,4,7,4,"relationship status, peer comparison, family expectations, social pressure",2,1,1,4,1,4,5,4,2,0.509631897631091,"Personal growth",3,1,1,2,1,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,35,"man","Asian","MA","$120,001-$140,000",7,5,0,1,1,0,0,NA
"ER575jg",75,"It sometimes feels if I have been left out of a large amount of things. I feel out of place. Like I belong to a different era. The world is rapidly changing and not for the good. Too many weird ideas being foced upon people by the small, vocal minority.",4.5,1,3,7,6,3,3,"rapid change, cultural shifts, feeling outdated, social pressure",6,2,2,3,1,2,3,4,9,0.533972836138171,"Social and political issues",6,2,1,4,1,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,68,"man","multiracial","GED","$0-$20,000",1,2,0,1,1,0,0,NA
"TK193sf",40,"I feel that the elite are taking from everyone and doing all they can to leave us behind. The current administration is leaving everyone behind they can while filling their coffers. People are becoming more hateful due to the administration. They are purposely destroying our economy to make us poorer.",1,7,3,1,1,1,5,"economic inequality, political corruption, social division, wealth disparity, government neglect",7,5,5,3,1,1,1,5,4,0.613477075266985,"Inequality and disparity",1,6,7,2,7,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,41,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,"I hope you collect the data needed to complete your research."
"UC245pi",28,"I don't really feel left behind by the economy or anything like that. I'm starting to feel left behind by age and ageism. I'm 70 and retired. I thought about getting a small part time job just for a little extra cash and looked into several possible opportunities but none of them panned out basically because of my age. A few people actually said it out loud. The other thing about age is losing family members and friends. My parents and siblings have all passed away and about 65% of my high school classmates are dead. Many people I worked with in my career are dead. Many of the people I served with in the US Air Force are dead. Honestly, it's starting to get a bit lonely and you do start to feel left behind. It seems difficult to make new friends at my age.",2,3,3,5,2,2,4,"ageism, job opportunities, loss of family, loss of friends, loneliness, making new friends",5,2,1,3,1,1,5,6,8,0.466243742511397,"Lack of opportunities",6,2,4,6,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,70,"man","White","GED","$80,001-$100,000",5,2,1,1,0,1,0,"None"
"DG560np",19,"I actually don't really feel left behind at all. I feel like I come from a very privileged position. I think perhaps the only way I maybe feel left behind is that I went to public school in a state that does not value education.",1,5,4,3,1,1,1,"education quality",5,2,2,2,1,1,2,1,2,0.520518227732383,"Personal growth",1,6,6,4,6,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,34,"woman","White","PHD","$80,001-$100,000",5,6,1,0,0,1,0,NA
"AJ808cf",76,"I feel left behind on the relationship level and career. Currently single after 2 divorces and I am still struggling with coming up with successful business plan. I always wanted to work for myself and I feel like I have not found my calling yet.",1,7,4,1,1,1,4,"relationship struggles, career uncertainty, business challenges, personal calling, self-employment goals",4,1,3,2,1,2,3,5,3,0.528107002637869,"Career opportunities",6,3,4,4,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,52,"woman","Black or African American","4yearColl","$40,001-$60,000",3,4,0,0,0,1,0,NA
"OZ594cr",10,"In general, I do not feel left behind. The only exception is that sometimes I feel trivialized as An older adult, which may result in me being passed over or ignored for certain opportunities.",5,2,4,6,5,5,2,"age discrimination, missed opportunities",5,1,2,3,1,2,4,2,10,0.5565325904477,"Generational differences",5,2,1,5,1,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,67,"man","White","PHD","$100,001-$120,000",6,6,1,1,1,0,0,NA
"ML138al",77,"I was born into a very poor family. Financially I have always struggled. I’m in my 40s and just now understanding the importance of investing. I never had children, or a wife. I spent so much of my early adulthood trying to pull myself out of poverty it just never came for me. I feel behind all my friends and coworkers in every way. I’ve had to come to the realization I will never have some things because of where I started. And most of it was just learning basic things I could have learned as a teenager but had nobody to teach me. I’m left playing catch-up with finances and all other aspects.",4.5,2,4,6,4,5,5,"financial struggles, late investing, no family, poverty background, lack of guidance, playing catch-up",6,1,5,3,1,2,4,6,8,0.48550991741911,"Lack of opportunities",4,2,2,6,2,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,45,"man","White","GED","$40,001-$60,000",3,2,1,1,0,0,1,NA
"ZR555ou",31,"I feel a bit left behind because I am currently married, have 2 children, but we still are renting a house. We are unable to afford buying a house yet, and I see classmates getting married and buying a house next. I feel behind in homeownership.",6,6,2,2,5,7,3,"homeownership, financial constraints, peer comparison",5,2,4,3,1,2,3,3,7,0.522710199918716,"Financial struggles",7,3,1,2,2,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,26,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,1,0,0,NA
"RR231en",0,"I do not feel left behind at all. I think that it's up to me to try to fit in wherever I am. I should not look at other people and compare myself to them. I think that people find happiness in themselves and their circumstances. It can be a beautiful peaceful thing.",6.5,1,2,7,6,7,1,"personal responsibility, self-comparison, happiness within, peaceful mindset",1,1,1,1,1,1,1,4,2,0.54714380480235,"Personal growth",6,1,1,2,1,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,69,"woman","White","PHD","$140,001-$160,000",8,6,1,0,1,0,0,NA
"OJ155ml",84,"My 20s went poorly and now im just sort of ten years behind. Bad social skills, no family, etc. It wouldnt bother me if it werent for societal expectations and judgements surrounding people my age",1.5,4,5,4,2,1,4,"bad social skills, no family, societal expectations, age judgements",6,1,2,4,1,2,5,4,1,0.472281474609705,"Family responsibilities",2,5,6,3,5,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,32,"man","multiracial","GED","$0-$20,000",1,2,0,1,0,1,0,NA
"ZV129le",22,"i think because of the way people keep getting richer and the other people there income doesnt improve",4,2,4,6,1,7,4,"income disparity, wealth gap, economic inequality",7,2,5,3,1,1,2,3,4,0.787620421432904,"Inequality and disparity",4,4,4,4,4,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,56,"woman","White","GED",NA,NA,2,1,0,1,0,0,NA
"XX794qc",69,"I feel that as a millennial I never really caught much of a break. I graduated with student loan debt into a bad economy, was under-employed for years, and then when I finally did get a good paying W-2 job the work ended a few years later due to funding issues. I worry about saving for retirement and taking care of my parents in the future.",1,2,5,6,1,1,4,"student loan debt, bad economy, under-employment, job loss, retirement savings, parental care",6,2,5,3,1,1,3,6,7,0.530368340159111,"Financial struggles",1,6,6,6,6,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,36,"woman","Asian","4yearColl","$60,001-$80,000",4,4,0,0,0,1,0,NA
"CG351mr",10,"I feel left behind in the world of technology. Most importantly, when it comes to entertainment. For example, I really want to get into VR/AR. In fact, Android is debuting their XR glasses very soon, and I would love to get me and my wife those. But I simply just can't afford it. Even those headsets that apple came out with look extremely cool, and would be fun to have. But at the end of the day, I just can't swing it. And just simply not having enough money leads to other feelings of being left behind also. I want to travel, plan for my future, etc. But that's hard to do when every last bit of your paycheck goes to just breaking even. So to sum it up, I wish I could change my answer to the previous question about how much I feel left behind, because now that I think about it, I would have rated that a lot higher on that sliding scale.",6,5,2,3,7,5,5,"technology access, financial constraints, entertainment gap, travel limitations, future planning, income insufficiency",5,1,5,2,1,1,3,6,5,0.489177111427583,"Health limitations",6,1,1,7,1,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,43,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,1,0,0,NA
"IL024vd",56,"As you age, you seem to be sort of discriminated against most job opportunities. I have held many high-profile positions during my career. The company that I worked at in my last job, ended up closing the location that I worked at. Being over 65 years old, most place of employment are not willing to bring someone on at my age. I feel I still have lots to offer and many more year to work. That is one way of feeling left out or behind. Additionally, most of my close friends have passed away, leaving me with very few (almost none), close friends, making me feel somewhat left behins.",6,5,3,3,5,7,4,"age discrimination, job loss, employment barriers, social isolation, loss of friends",6,1,4,4,1,2,5,5,8,0.50423035428795,"Lack of opportunities",7,1,1,4,5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,65,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,0,1,NA
"XC614bh",64,"Left behind to me means that I am not advancing in my career. Also means that I either don’t have savings and/or don’t have a house I own.",2,5,5,3,3,1,3,"career stagnation, no savings, no home ownership",6,1,4,2,1,2,3,3,7,0.526454849903128,"Financial struggles",2,3,5,3,6,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,34,"man","Asian","MA","$140,001-$160,000",8,5,0,1,0,1,0,NA
"ZR680ua",27,"maynbe i feel some people are ahead of me financially. im kinda of nbehind in my career path. I feel i am behind in advancing and also fee lbehind in having kids. im already 34!",2.5,2,3,6,3,2,3,"financial disparity, career stagnation, advancement delay, parenthood timing",5,1,4,2,1,3,5,4,8,0.485384985400403,"Lack of opportunities",3,5,7,3,6,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,34,"man","White","MA","$100,001-$120,000",6,5,1,1,0,1,0,NA
"RU259pj",10,"I'm white and in the middle class so, most of the time, I haven't felt ""left behind"". There was a time in the 1980's when I was entering the corporate world as a woman and faced some challenges because most of my co-workers were men. When I was a stay at home mom I felt a bit left behind because the expectation by my family and society was that I would work full-time. Recently, I feel a bit left behind because I'm a Strong Democrat and very liberal. This country is run by a Far Right President so many of the things happening in this country are very against my values.",1,2,6,6,1,1,3,"gender inequality, career expectations, political climate",5,4,2,3,1,4,3,3,9,0.509932965043454,"Social and political issues",1,7,6,NA,6,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,60,"woman","White","MA","$100,001-$120,000",6,5,1,0,0,1,0,NA
"WN361nv",21,"To feel left behind means that you feel that people are not listening to your needs/desires as they do with others that are higher in social status and wealth. You are thought less of, discriminated against, treated differently, don't have access to things that others are.",4,4,4,4,3,5,4,"social status, wealth disparity, discrimination, access inequality, different treatment",6,2,4,4,3,2,1,5,4,0.587506133515367,"Inequality and disparity",1,2,1,1,7,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,56,"woman","White","2yearColl","$0-$20,000",1,3,1,0,0,1,0,NA
"CU041lk",47,"As a senior and veteran living on Social security, I feel left behind a bit because I make just over the minimum for some financial help from the government.",6,3,4,5,6,6,2,"financial assistance, social security limits, government support, income threshold, veteran benefits",6,4,5,3,1,1,4,5,7,0.523979762945016,"Financial struggles",6,2,2,4,4,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,77,"man","White","2yearColl","$20,001-$40,000",2,3,1,1,0,0,1,NA
"JU160ak",20,"I think economically I feel a little behind. I'm in my early 40s and I've been working since I was 18 and I don't think I'm where I want to be financially. I think I'll be fine in the long run, but I wish I was a little better off because a major catastrophe could lag me behind my financial goals.",1,7,3,1,1,1,2,"economic status, financial goals, job stability, age concerns, future security",5,1,4,2,1,1,4,5,7,0.523445984634764,"Financial struggles",1,3,7,1,5,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,43,"man","Asian","4yearColl","$80,001-$100,000",5,4,0,1,0,1,0,"n/a"
"QE893no",78,"I feel like the economy is set up where the working class is not meant to level up because as the prices of living our rising the pay doesn’t increase by much and it leaves us stressed about finances",1.5,7,3,1,2,1,4,"rising costs, stagnant wages, financial stress",7,3,5,3,1,1,2,3,7,0.64343451593529,"Financial struggles",4,4,5,4,4,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,41,"man","Black or African American","4yearColl","$60,001-$80,000",4,4,0,1,0,0,0,NA
"ZO538zc",0,"I recently moved to a new area so i don't get to see too many familiar people very often. When i get a chance to see old friends I have a lot to catch up on.",2,5,4,3,3,1,3,"new area, lack of familiarity, missing friends, catching up",2,1,1,2,1,1,2,4,8,0.475845656280107,"Lack of opportunities",6,6,6,6,6,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,48,"man","White","4yearColl","$100,001-$120,000",6,4,1,1,0,1,0,NA
"DE177qe",55,"There are just things that I am used to and from my past that just aren't around anymore. It makes me sad that those ideals are just left behind and no one cares about them anymore.",4.5,2,3,6,5,4,3,"nostalgia, cultural change, loss of tradition",5,1,2,3,1,1,3,3,9,0.47969558079247,"Social and political issues",5,3,3,3,4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,48,"man","White","4yearColl","$100,001-$120,000",6,4,1,1,1,0,0,NA
"FG134kd",68,"I grew up in a very disfunctional family, and we did not have the benefits normally expected by traditional families. We were the children of the town drunk and were on the very bottom rungs socially. Consequently, we were not included in much of what was conssidered ""normal"" American society. We did not and were not expected to go to college, have good jobs, decent places to live....my siblings and I decided that socially we were even lower on the success ladder than migrant workers and were by and large ignored or reviled by other segments.",1.5,5,2,3,2,1,5,"dysfunctional family, social exclusion, lack of education, poor job prospects, housing instability, social stigma",6,2,3,4,1,1,2,6,8,0.507291325013766,"Lack of opportunities",1,5,3,3,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,77,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,"Yes...thank you very much for including the choice of ""neither"" in the question do you consider yourself more democrat or republican.  Too many times I have answered this question knowing I would have to select one or the other, knowing that i espouse neither ideology...I have always been independent...trying to learn about the issues and the candidates regardless of their political loyalties.  I believe that should be the guiding light for anyone serious about trying to make the country better, or at least not worse."
"RJ671in",100,"As a college student, I feel like the debt I have accrued will only screw me over long term. No one is coming to help me either. All loan forgiveness is bullshit and won't happen.",3.5,7,1,1,3,4,4,"student debt, lack of support, loan forgiveness doubts",6,3,5,2,1,1,2,3,7,0.480554784434324,"Financial struggles",3,1,3,4,2,"Independent",NA,NA,"Neither","Independent | Neither",1,1,31,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,0,1,NA
"DL159uv",10,"I lost touch with a lot of my friends, so this was the first thing that came to mind. I have not tried to contact any of them for a long time. This is the main reason I would feel left behind. In reality, I do not. This is just an illusion I believe.",3,4,4,4,1,5,1,"lost connections",2,1,1,2,1,1,2,1,8,0.51578224990502,"Lack of opportunities",1,1,1,1,1,"Independent",NA,NA,"Neither","Independent | Neither",1,1,44,"man","White","GED","$0-$20,000",1,2,1,1,0,0,1,"Thank you!"
"XX734xo",0,"Well, I moved the slider to the ""I don't feel left behind"" side. Unsure what you mean by ""left behind""?",7,4,3,4,7,7,1,"no relevant factors",1,1,1,1,1,1,1,1,8,0.485222287296522,"Lack of opportunities",7,3,1,4,2,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,61,"woman","White","GED","$20,001-$40,000",2,2,1,0,1,0,0,NA
